Weighted Random Sampling Comparison on 100000 Trials
---------------------------------------------
Difference is bigger than 1% p in the following indices: []
Elapsed time: Fast: 36.979484875s, Fenwick: 1.836401208s

---------------------------------------------
Probability(%) of each element being selected:
Element	| Fast	| Fenw	| Diff(Max-Min)
2681	| 1.05	| 1.14	| 0.09
2682	| 3.22	| 3.36	| 0.14
2683	| 1.33	| 1.25	| 0.08
2684	| 1.51	| 1.50	| 0.01
2685	| 2.58	| 2.54	| 0.04
2686	| 6.42	| 6.39	| 0.04
2687	| 5.46	| 5.46	| 0.00
2688	| 5.33	| 5.28	| 0.05
2689	| 2.77	| 2.77	| 0.00
2690	| 1.86	| 1.87	| 0.02
2691	| 2.34	| 2.36	| 0.02
2692	| 3.56	| 3.65	| 0.09
2693	| 4.03	| 3.89	| 0.14
2694	| 0.35	| 0.37	| 0.02
2695	| 6.56	| 6.61	| 0.05
2696	| 4.20	| 4.28	| 0.08
2697	| 6.47	| 6.33	| 0.14
2698	| 4.36	| 4.40	| 0.04
2699	| 6.17	| 6.25	| 0.09
2700	| 0.24	| 0.25	| 0.01
2701	| 2.15	| 2.12	| 0.03
2702	| 5.48	| 5.43	| 0.05
2703	| 1.09	| 1.11	| 0.02
2704	| 0.94	| 0.94	| 0.00
2705	| 1.53	| 1.48	| 0.05
2706	| 1.02	| 1.05	| 0.03
2707	| 4.05	| 3.91	| 0.14
2708	| 0.06	| 0.06	| 0.00
2709	| 0.98	| 0.94	| 0.04
2710	| 5.50	| 5.42	| 0.08
2711	| 1.08	| 1.15	| 0.07
2712	| 5.22	| 5.33	| 0.11
2713	| 1.32	| 1.32	| 0.01
2714	| 2.73	| 2.80	| 0.07
2715	| 5.77	| 5.81	| 0.04
2716	| 5.04	| 5.06	| 0.02
2717	| 3.56	| 3.61	| 0.05
2718	| 3.78	| 3.91	| 0.13
2719	| 0.77	| 0.79	| 0.02
2720	| 5.25	| 5.39	| 0.14
2721	| 2.92	| 2.88	| 0.04
2722	| 0.94	| 0.97	| 0.03
2723	| 4.46	| 4.51	| 0.05
2724	| 6.23	| 6.26	| 0.03
2725	| 4.55	| 4.39	| 0.16
2726	| 4.84	| 5.02	| 0.18
2727	| 1.60	| 1.61	| 0.02
2728	| 2.72	| 2.65	| 0.07
2729	| 3.83	| 3.75	| 0.08
2730	| 4.75	| 4.59	| 0.16
2731	| 3.12	| 3.25	| 0.13
2732	| 1.34	| 1.32	| 0.02
2733	| 0.42	| 0.40	| 0.02
2734	| 1.56	| 1.50	| 0.06
2735	| 4.42	| 4.35	| 0.07
2736	| 4.90	| 4.88	| 0.01
2737	| 2.85	| 2.96	| 0.11
2738	| 6.35	| 6.31	| 0.04
2739	| 1.55	| 1.60	| 0.05
2740	| 1.29	| 1.27	| 0.01
2741	| 4.57	| 4.52	| 0.05
2742	| 5.74	| 5.69	| 0.04
2743	| 3.26	| 3.30	| 0.04
2744	| 1.89	| 1.94	| 0.06
2745	| 4.41	| 4.36	| 0.05
2746	| 0.76	| 0.74	| 0.02
2747	| 4.00	| 3.96	| 0.04
2748	| 4.78	| 4.75	| 0.03
2749	| 3.11	| 3.12	| 0.01
2750	| 3.11	| 3.12	| 0.01
2751	| 0.34	| 0.33	| 0.00
2752	| 3.56	| 3.46	| 0.10
2753	| 3.66	| 3.64	| 0.01
2754	| 4.36	| 4.44	| 0.08
2755	| 1.35	| 1.36	| 0.00
2756	| 6.21	| 6.29	| 0.08
2757	| 5.33	| 5.33	| 0.01
2758	| 2.99	| 3.00	| 0.01
2759	| 2.62	| 2.50	| 0.12
2760	| 2.46	| 2.44	| 0.02
2761	| 5.41	| 5.21	| 0.20
2762	| 5.29	| 5.23	| 0.06
2763	| 0.94	| 0.89	| 0.05
2764	| 0.70	| 0.67	| 0.03
2765	| 4.89	| 4.83	| 0.06
2766	| 3.89	| 3.89	| 0.00
2767	| 5.95	| 5.87	| 0.08
2768	| 3.89	| 3.99	| 0.10
2769	| 4.91	| 5.02	| 0.11
2770	| 5.91	| 5.90	| 0.02
2771	| 1.95	| 1.93	| 0.03
2772	| 1.97	| 2.00	| 0.03
2773	| 3.67	| 3.68	| 0.01
2774	| 4.16	| 4.23	| 0.06
2775	| 5.33	| 5.40	| 0.07
2776	| 3.92	| 3.98	| 0.05
2777	| 1.84	| 1.86	| 0.03
2778	| 4.33	| 4.21	| 0.12
2779	| 3.51	| 3.55	| 0.04
2780	| 3.74	| 3.63	| 0.11
2781	| 5.04	| 4.99	| 0.05
2782	| 1.20	| 1.25	| 0.05
2783	| 4.18	| 4.23	| 0.05
2784	| 5.15	| 5.16	| 0.01
2785	| 4.88	| 4.95	| 0.06
2786	| 1.03	| 1.07	| 0.04
2787	| 1.10	| 1.07	| 0.03
2788	| 0.08	| 0.08	| 0.00
2789	| 4.75	| 4.75	| 0.00
2790	| 0.68	| 0.62	| 0.06
2791	| 3.59	| 3.71	| 0.11
2792	| 5.02	| 5.16	| 0.14
2793	| 2.43	| 2.50	| 0.07
2794	| 0.07	| 0.07	| 0.00
2795	| 2.42	| 2.26	| 0.16
2796	| 5.85	| 5.75	| 0.09
2797	| 1.39	| 1.42	| 0.03
2798	| 5.36	| 5.32	| 0.04
2799	| 0.21	| 0.22	| 0.01
2800	| 4.75	| 4.76	| 0.01
2801	| 5.80	| 5.83	| 0.03
2802	| 3.00	| 2.97	| 0.04
2803	| 2.78	| 2.81	| 0.02
2804	| 3.11	| 3.10	| 0.01
2805	| 3.76	| 3.58	| 0.18
2806	| 2.50	| 2.52	| 0.02
2807	| 1.75	| 1.78	| 0.03
2808	| 3.19	| 3.25	| 0.06
2809	| 2.94	| 2.80	| 0.14
2810	| 2.40	| 2.37	| 0.03
2811	| 3.62	| 3.69	| 0.07
2812	| 6.19	| 6.14	| 0.05
2813	| 2.16	| 2.19	| 0.04
2814	| 3.54	| 3.65	| 0.11
2815	| 6.39	| 6.41	| 0.02
2816	| 6.14	| 6.09	| 0.05
2817	| 2.16	| 2.11	| 0.05
2818	| 4.96	| 4.87	| 0.10
2819	| 6.19	| 6.23	| 0.05
2820	| 3.50	| 3.42	| 0.08
2821	| 2.83	| 2.79	| 0.04
2822	| 4.22	| 4.28	| 0.06
2823	| 4.79	| 4.78	| 0.02
2824	| 5.19	| 5.27	| 0.09
2825	| 5.67	| 5.70	| 0.03
2826	| 2.65	| 2.62	| 0.03
2827	| 0.17	| 0.15	| 0.02
2828	| 2.79	| 2.87	| 0.08
2829	| 1.67	| 1.70	| 0.02
2830	| 5.53	| 5.51	| 0.02
2831	| 4.00	| 4.00	| 0.00
2832	| 5.46	| 5.46	| 0.01
2833	| 0.58	| 0.61	| 0.04
2834	| 5.35	| 5.24	| 0.11
2835	| 3.71	| 3.69	| 0.02
2836	| 0.27	| 0.24	| 0.03
2837	| 3.88	| 3.89	| 0.01
2838	| 0.78	| 0.82	| 0.04
2839	| 2.81	| 2.84	| 0.02
2840	| 4.22	| 4.14	| 0.09
2841	| 2.62	| 2.67	| 0.05
2842	| 4.12	| 4.14	| 0.01
2843	| 2.15	| 2.27	| 0.12
2844	| 1.79	| 1.77	| 0.02
2845	| 1.46	| 1.49	| 0.03
2846	| 4.86	| 4.93	| 0.07
2847	| 2.57	| 2.59	| 0.02
2848	| 1.31	| 1.35	| 0.04
2849	| 4.17	| 4.13	| 0.04
2850	| 1.33	| 1.31	| 0.03
2851	| 3.24	| 3.20	| 0.04
2852	| 2.72	| 2.74	| 0.02
2853	| 4.25	| 4.33	| 0.08
2854	| 2.32	| 2.34	| 0.02
2855	| 0.60	| 0.63	| 0.04
2856	| 5.81	| 5.74	| 0.07
2857	| 3.53	| 3.58	| 0.04
2858	| 3.52	| 3.46	| 0.06
2859	| 0.92	| 0.89	| 0.03
2860	| 6.40	| 6.45	| 0.06
2861	| 5.99	| 5.88	| 0.11
2862	| 0.55	| 0.55	| 0.01
2863	| 4.60	| 4.56	| 0.04
2864	| 4.11	| 4.03	| 0.08
2865	| 6.16	| 6.11	| 0.04
2866	| 3.77	| 3.69	| 0.09
2867	| 0.97	| 1.01	| 0.05
2868	| 0.16	| 0.15	| 0.01
2869	| 3.52	| 3.49	| 0.02
2870	| 1.87	| 1.86	| 0.01
2871	| 6.29	| 6.24	| 0.04
2872	| 1.72	| 1.74	| 0.02
2873	| 5.05	| 5.06	| 0.01
2874	| 6.28	| 6.32	| 0.04
2875	| 5.27	| 5.23	| 0.03
2876	| 1.15	| 1.19	| 0.04
2877	| 3.64	| 3.70	| 0.05
2878	| 2.62	| 2.56	| 0.06
2879	| 3.42	| 3.40	| 0.02
2880	| 1.96	| 2.00	| 0.04
2881	| 5.26	| 5.24	| 0.02
2882	| 6.03	| 6.15	| 0.12
2883	| 2.56	| 2.67	| 0.11
2884	| 0.05	| 0.07	| 0.01
2885	| 4.95	| 5.05	| 0.11
2886	| 3.87	| 3.89	| 0.01
2887	| 5.22	| 5.38	| 0.16
2888	| 2.25	| 2.26	| 0.01
2889	| 5.34	| 5.40	| 0.06
2890	| 2.75	| 2.66	| 0.09
2891	| 1.81	| 1.82	| 0.01
2892	| 6.04	| 6.03	| 0.01
2893	| 1.37	| 1.38	| 0.01
2894	| 2.76	| 2.78	| 0.02
2895	| 3.78	| 3.72	| 0.06
2896	| 3.90	| 3.86	| 0.04
2897	| 5.63	| 5.61	| 0.02
2898	| 5.58	| 5.60	| 0.02
2899	| 1.72	| 1.77	| 0.05
2900	| 6.15	| 6.16	| 0.01
2901	| 2.05	| 2.04	| 0.01
2902	| 1.54	| 1.63	| 0.09
2903	| 1.28	| 1.20	| 0.08
2904	| 1.30	| 1.34	| 0.04
2905	| 5.93	| 6.02	| 0.09
2906	| 4.00	| 3.83	| 0.17
2907	| 3.96	| 3.98	| 0.01
2908	| 4.18	| 4.21	| 0.03
2909	| 0.04	| 0.04	| 0.01
2910	| 0.61	| 0.56	| 0.05
2911	| 2.92	| 3.02	| 0.10
2912	| 4.94	| 4.92	| 0.02
2913	| 1.38	| 1.34	| 0.05
2914	| 3.82	| 3.87	| 0.04
2915	| 2.50	| 2.51	| 0.01
2916	| 0.30	| 0.28	| 0.02
2917	| 3.65	| 3.68	| 0.03
2918	| 1.31	| 1.26	| 0.05
2919	| 6.30	| 6.47	| 0.17
2920	| 0.63	| 0.68	| 0.05
2921	| 4.35	| 4.46	| 0.11
2922	| 5.10	| 5.15	| 0.05
2923	| 4.65	| 4.77	| 0.11
2924	| 4.06	| 3.96	| 0.10
2925	| 6.02	| 6.01	| 0.01
2926	| 6.40	| 6.47	| 0.08
2927	| 2.44	| 2.34	| 0.10
2928	| 4.05	| 4.18	| 0.13
2929	| 3.64	| 3.60	| 0.03
2930	| 2.75	| 2.77	| 0.03
2931	| 3.78	| 3.78	| 0.00
2932	| 2.13	| 2.14	| 0.00
2933	| 5.44	| 5.35	| 0.09
2934	| 5.73	| 5.73	| 0.00
2935	| 0.85	| 0.86	| 0.02
2936	| 2.87	| 2.94	| 0.07
2937	| 5.13	| 4.98	| 0.15
2938	| 4.58	| 4.46	| 0.12
2939	| 4.18	| 4.30	| 0.12
2940	| 5.45	| 5.46	| 0.01
2941	| 1.73	| 1.76	| 0.02
2942	| 1.26	| 1.26	| 0.01
2943	| 0.96	| 0.97	| 0.01
2944	| 5.40	| 5.40	| 0.00
2945	| 0.84	| 0.84	| 0.00
2946	| 4.87	| 5.00	| 0.13
2947	| 5.70	| 5.85	| 0.15
2948	| 0.95	| 0.89	| 0.07
2949	| 5.49	| 5.58	| 0.09
2950	| 3.04	| 3.08	| 0.04
2951	| 1.14	| 1.10	| 0.04
2952	| 2.71	| 2.80	| 0.09
2953	| 2.29	| 2.34	| 0.05
2954	| 4.92	| 5.03	| 0.11
2955	| 4.58	| 4.75	| 0.17
2956	| 2.71	| 2.61	| 0.10
2957	| 4.48	| 4.57	| 0.09
2958	| 4.92	| 5.16	| 0.24
2959	| 6.64	| 6.57	| 0.07
2960	| 5.44	| 5.55	| 0.11
2961	| 0.84	| 0.80	| 0.04
2962	| 1.90	| 1.89	| 0.01
2963	| 0.30	| 0.28	| 0.03
2964	| 5.30	| 5.32	| 0.01
2965	| 4.00	| 3.94	| 0.06
2966	| 4.17	| 4.19	| 0.02
2967	| 4.02	| 3.89	| 0.13
2968	| 4.23	| 4.15	| 0.08
2969	| 6.51	| 6.53	| 0.01
2970	| 0.83	| 0.94	| 0.11
2971	| 0.81	| 0.79	| 0.01
2972	| 0.04	| 0.03	| 0.01
2973	| 2.50	| 2.46	| 0.05
2974	| 4.63	| 4.63	| 0.01
2975	| 1.88	| 1.78	| 0.10
2976	| 1.46	| 1.47	| 0.01
2977	| 3.09	| 3.16	| 0.07
2978	| 2.96	| 2.97	| 0.01
2979	| 3.65	| 3.59	| 0.06
2980	| 2.80	| 2.84	| 0.04
2981	| 2.07	| 2.19	| 0.12
2982	| 0.15	| 0.15	| 0.00
2983	| 6.45	| 6.61	| 0.16
2984	| 3.67	| 3.61	| 0.06
2985	| 5.79	| 5.76	| 0.03
2986	| 0.68	| 0.67	| 0.00
2987	| 1.93	| 1.91	| 0.02
2988	| 2.89	| 2.93	| 0.04
2989	| 0.78	| 0.75	| 0.03
2990	| 3.67	| 3.47	| 0.19
2991	| 4.12	| 4.08	| 0.03
2992	| 6.11	| 6.04	| 0.06
2993	| 2.65	| 2.54	| 0.11
2994	| 1.00	| 1.00	| 0.00
2995	| 4.64	| 4.75	| 0.12
2996	| 4.73	| 4.75	| 0.02
2997	| 6.21	| 6.09	| 0.12
2998	| 0.28	| 0.27	| 0.01
2999	| 4.31	| 4.50	| 0.19
